Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ticker
2024-01-02 00:00:00-05:00,401.92390081611677,402.17148847655125,396.3779311777642,398.70526123046875,58026900,0.0,0.0,0.0,QQQ
2024-01-03 00:00:00-05:00,396.07089507710157,397.1305774375239,394.05060168069537,394.486328125,47002800,0.0,0.0,0.0,QQQ
2024-01-04 00:00:00-05:00,392.61454490792295,395.73414286099216,392.2382068915537,392.4560852050781,39432800,0.0,0.0,0.0,QQQ
2024-01-05 00:00:00-05:00,392.62450725119504,395.7044831084741,391.5252023697646,392.9216003417969,44922800,0.0,0.0,0.0,QQQ
2024-01-08 00:00:00-05:00,394.1496186539835,401.3296603770393,394.0010721112302,401.04248046875,42473800,0.0,0.0,0.0,QQQ
2024-01-09 00:00:00-05:00,398.0318349477131,402.7657098645736,397.83375272768575,401.83477783203125,39132900,0.0,0.0,0.0,QQQ
2024-01-10 00:00:00-05:00,402.1516524543131,405.56834369554264,401.26034300977926,404.5581970214844,33962800,0.0,0.0,0.0,QQQ
2024-01-11 00:00:00-05:00,405.8357810961895,407.23217906985536,400.3393171288109,405.4000244140625,54536200,0.0,0.0,0.0,QQQ
2024-01-12 00:00:00-05:00,406.4398620314566,407.2816660484565,404.2115732810395,405.60797119140625,39595000,0.0,0.0,0.0,QQQ
2024-01-16 00:00:00-05:00,404.3700436335004,407.1529263504869,402.90431389213234,405.568359375,43903000,0.0,0.0,0.0,QQQ
2024-01-17 00:00:00-05:00,402.25066639578245,403.6569471476789,399.0320273466964,403.2806091308594,54386000,0.0,0.0,0.0,QQQ
2024-01-18 00:00:00-05:00,406.55871563240174,409.58918603714187,405.21185332945134,409.0048828125,59562500,0.0,0.0,0.0,QQQ
2024-01-19 00:00:00-05:00,411.21333372155726,417.274273914948,410.6290305563093,417.1158142089844,70325100,0.0,0.0,0.0,QQQ
2024-01-22 00:00:00-05:00,419.324334667482,420.6316046615702,417.0564234202822,417.6605529785156,44880600,0.0,0.0,0.0,QQQ
2024-01-23 00:00:00-05:00,418.35376006744053,419.61152456207793,416.5117226198445,419.3936462402344,33003800,0.0,0.0,0.0,QQQ
2024-01-24 00:00:00-05:00,423.31545794662685,425.7022064915732,421.2258024889761,421.7209777832031,46948000,0.0,0.0,0.0,QQQ
2024-01-25 00:00:00-05:00,424.2265766240096,424.90003801444976,419.8888663004384,422.2359924316406,44367200,0.0,0.0,0.0,QQQ
2024-01-26 00:00:00-05:00,420.3443846588511,422.09729423034594,419.0668240026905,419.720458984375,37137000,0.0,0.0,0.0,QQQ
2024-01-29 00:00:00-05:00,420.1760202057739,424.21666740584453,419.5223852109654,424.0185852050781,38694700,0.0,0.0,0.0,QQQ
2024-01-30 00:00:00-05:00,422.9787552041851,423.5531452647477,420.2850003129524,421.19610595703125,36739000,0.0,0.0,0.0,QQQ
2024-01-31 00:00:00-05:00,416.78906795899496,418.78956534781673,412.76824682599994,412.9465026855469,64010600,0.0,0.0,0.0,QQQ
2024-02-01 00:00:00-05:00,414.7489025525553,418.3042572910343,413.77834816306245,417.80908203125,51008600,0.0,0.0,0.0,QQQ
2024-02-02 00:00:00-05:00,419.71061244660297,426.08847334017304,418.71037879637646,424.870361328125,59602400,0.0,0.0,0.0,QQQ
2024-02-05 00:00:00-05:00,424.92974741145673,425.464514985163,420.89901313797907,424.31573486328125,39889200,0.0,0.0,0.0,QQQ
2024-02-06 00:00:00-05:00,425.464455832466,426.06858534216695,421.11683293487255,423.4639587402344,35846100,0.0,0.0,0.0,QQQ
2024-02-07 00:00:00-05:00,426.2567926001766,428.65342405542555,424.9495225938039,427.821533203125,37712700,0.0,0.0,0.0,QQQ
2024-02-08 00:00:00-05:00,427.94039968058377,429.37642019492995,427.2570855456161,428.6138610839844,29889900,0.0,0.0,0.0,QQQ
2024-02-09 00:00:00-05:00,429.7526965841548,433.62497064967454,428.96042827671954,432.8326721191406,36943900,0.0,0.0,0.0,QQQ
2024-02-12 00:00:00-05:00,432.7237881762321,434.9025715582553,430.4558768680945,431.13922119140625,33203300,0.0,0.0,0.0,QQQ
2024-02-13 00:00:00-05:00,423.15699951586396,427.1084887044507,421.22580377325005,424.41473388671875,64491700,0.0,0.0,0.0,QQQ
2024-02-14 00:00:00-05:00,427.0985638276945,429.4654857929742,424.74152481565034,429.0396423339844,45092700,0.0,0.0,0.0,QQQ
2024-02-15 00:00:00-05:00,429.73292702270913,430.78269619535706,427.167892483565,430.3172302246094,38796100,0.0,0.0,0.0,QQQ
2024-02-16 00:00:00-05:00,430.6936052303469,430.79261611606995,425.7022295319213,426.415283203125,53716500,0.0,0.0,0.0,QQQ
2024-02-20 00:00:00-05:00,424.4147366485134,425.92997185440385,419.4134782182682,423.1966247558594,53999500,0.0,0.0,0.0,QQQ
2024-02-21 00:00:00-05:00,420.45331311223856,421.592240421049,417.561506436684,421.5030822753906,49779000,0.0,0.0,0.0,QQQ
2024-02-22 00:00:00-05:00,430.29739315923933,434.8827209600342,429.5249209528767,433.8428649902344,53887800,0.0,0.0,0.0,QQQ
2024-02-23 00:00:00-05:00,435.4076702672671,436.3386023239945,431.5849311508751,432.56536865234375,39853900,0.0,0.0,0.0,QQQ
2024-02-26 00:00:00-05:00,433.3773800438242,434.36773053285344,432.14932488572094,432.3374938964844,33043200,0.0,0.0,0.0,QQQ
2024-02-27 00:00:00-05:00,433.44677320384244,433.76366243564576,430.8322330355221,433.37744140625,33713200,0.0,0.0,0.0,QQQ
2024-02-28 00:00:00-05:00,431.2283449731761,432.4564002417421,430.10924398421486,431.06988525390625,32938800,0.0,0.0,0.0,QQQ
2024-02-29 00:00:00-05:00,434.00135692935396,435.8433945493471,430.82230972359486,434.763916015625,42495200,0.0,0.0,0.0,QQQ
2024-03-01 00:00:00-05:00,435.65525625000305,442.270791510957,435.595837627302,441.3101501464844,43853000,0.0,0.0,0.0,QQQ
2024-03-04 00:00:00-05:00,441.31009687293357,441.73597058168656,439.48785547616654,439.7354431152344,34325700,0.0,0.0,0.0,QQQ
2024-03-05 00:00:00-05:00,436.6851748986833,436.69508807559725,429.4655109107802,431.84234619140625,57917100,0.0,0.0,0.0,QQQ
2024-03-06 00:00:00-05:00,436.0711738965989,437.725042437446,432.67427866652747,434.5559387207031,46234500,0.0,0.0,0.0,QQQ
2024-03-07 00:00:00-05:00,438.1509113528084,442.40940670363625,436.6059366623216,441.15167236328125,44526700,0.0,0.0,0.0,QQQ
2024-03-08 00:00:00-05:00,441.5081801623854,444.31088916848194,434.11026027986867,434.78369140625,72096000,0.0,0.0,0.0,QQQ
2024-03-11 00:00:00-04:00,433.28833187376614,434.4272291011454,431.2382987306211,433.16949462890625,45860000,0.0,0.0,0.0,QQQ
2024-03-12 00:00:00-04:00,435.4868360403753,439.73541792274483,432.2483705641161,439.37890625,55300900,0.0,0.0,0.0,QQQ
2024-03-13 00:00:00-04:00,438.37863565385044,438.3984620063114,434.8826996546063,436.0018005371094,37928700,0.0,0.0,0.0,QQQ
2024-03-14 00:00:00-04:00,437.23977017652857,437.76465476192743,432.1790933458998,434.9025573730469,52195200,0.0,0.0,0.0,QQQ
2024-03-15 00:00:00-04:00,431.86215772576384,434.6351270874889,428.56427357521653,429.73291015625,73069800,0.0,0.0,0.0,QQQ
2024-03-18 00:00:00-04:00,435.0710876933443,437.3618203198335,433.5934934257889,433.8315124511719,47323800,0.573,0.0,0.0,QQQ
2024-03-19 00:00:00-04:00,431.8184093155366,435.3189683120467,429.71606445011173,434.9123840332031,43004100,0.0,0.0,0.0,QQQ
2024-03-20 00:00:00-04:00,436.1122558091499,440.40613051217326,434.4065993117252,440.0689697265625,43653500,0.0,0.0,0.0,QQQ
2024-03-21 00:00:00-04:00,445.13639587885984,445.59255105668296,441.9531753932683,442.1514892578125,39345700,0.0,0.0,0.0,QQQ
2024-03-22 00:00:00-04:00,441.63581790167524,443.75795471311835,440.78297450531056,442.6572265625,28253900,0.0,0.0,0.0,QQQ
2024-03-25 00:00:00-04:00,439.85085067024545,442.5382714859671,438.849294490246,441.05078125,27789200,0.0,0.0,0.0,QQQ
2024-03-26 00:00:00-04:00,442.57786928705144,443.50013613572423,439.3946489924608,439.62274169921875,34142000,0.0,0.0,0.0,QQQ
2024-03-27 00:00:00-04:00,442.7167361983034,442.81590826063257,438.24433947591956,441.1201477050781,41359200,0.0,0.0,0.0,QQQ
2024-03-28 00:00:00-04:00,441.070574211559,441.9234176268969,439.94999346626497,440.3070068359375,36839600,0.0,0.0,0.0,QQQ
2024-04-01 00:00:00-04:00,441.2589885667326,443.79763595945445,439.32523929867665,441.2391662597656,38729000,0.0,0.0,0.0,QQQ
2024-04-02 00:00:00-04:00,436.4097741439207,437.74852136420907,434.3768829945287,437.4311828613281,44259700,0.0,0.0,0.0,QQQ
2024-04-03 00:00:00-04:00,435.29910613002795,440.29708147447735,435.2892101079776,438.4129333496094,39949800,0.0,0.0,0.0,QQQ
2024-04-04 00:00:00-04:00,442.60765528118344,443.22250998661207,431.48122734232624,431.7093200683594,57267700,0.0,0.0,0.0,QQQ
2024-04-05 00:00:00-04:00,433.13731100057555,439.47403376675936,432.3241424296577,436.7965393066406,54744600,0.0,0.0,0.0,QQQ
2024-04-08 00:00:00-04:00,437.7286878155733,438.8095936916302,435.53712747102014,436.9254455566406,28144900,0.0,0.0,0.0,QQQ
2024-04-09 00:00:00-04:00,439.2657015077085,439.54336509489866,433.79174924750464,438.54180908203125,39443600,0.0,0.0,0.0,QQQ
2024-04-10 00:00:00-04:00,433.3554807446242,435.57678977181143,432.6414842340189,434.71405029296875,61502200,0.0,0.0,0.0,QQQ
2024-04-11 00:00:00-04:00,436.5883013945989,442.6076554234298,434.30746492273147,441.6556701660156,45474600,0.0,0.0,0.0,QQQ
2024-04-12 00:00:00-04:00,437.4212525251469,438.55172924126435,433.23644591876376,434.6148376464844,53665000,0.0,0.0,0.0,QQQ
2024-04-15 00:00:00-04:00,438.3732573371675,438.4625031137757,426.62207920806094,427.4649963378906,63453600,0.0,0.0,0.0,QQQ
2024-04-16 00:00:00-04:00,427.3062945635793,430.142457944285,426.1163207029913,427.504638671875,47619000,0.0,0.0,0.0,QQQ
2024-04-17 00:00:00-04:00,429.4879438120598,429.50776611697734,421.356319862856,422.2884826660156,56880500,0.0,0.0,0.0,QQQ
2024-04-18 00:00:00-04:00,422.9331145486182,424.6685197571985,419.3036348808197,419.8788146972656,46549400,0.0,0.0,0.0,QQQ
2024-04-19 00:00:00-04:00,418.69870733437347,419.22428595011604,409.6250239335418,411.19183349609375,75231000,0.0,0.0,0.0,QQQ
2024-04-22 00:00:00-04:00,413.82970138532335,417.6674213850305,410.48781146853577,415.3271179199219,47807700,0.0,0.0,0.0,QQQ
2024-04-23 00:00:00-04:00,417.2608068172804,422.72486361887206,415.3766586914757,421.52496337890625,44384700,0.0,0.0,0.0,QQQ
2024-04-24 00:00:00-04:00,424.6288804555555,426.146119246378,420.66223992916287,422.9529724121094,48440300,0.0,0.0,0.0,QQQ
2024-04-25 00:00:00-04:00,415.7435851591573,421.7728957250398,414.652783221514,420.91015625,57392200,0.0,0.0,0.0,QQQ
2024-04-26 00:00:00-04:00,424.05367120624175,428.942548052639,423.35952732013,427.4054870605469,41874900,0.0,0.0,0.0,QQQ
2024-04-29 00:00:00-04:00,429.5177353307269,430.14248602327274,426.39401213106163,429.1408996582031,30022200,0.0,0.0,0.0,QQQ
2024-04-30 00:00:00-04:00,427.55423790616953,428.9524822520637,420.969630704574,421.0489501953125,43665900,0.0,0.0,0.0,QQQ
2024-05-01 00:00:00-04:00,419.62095789585453,426.5526824520506,417.1517339743829,418.0045471191406,52251700,0.0,0.0,0.0,QQQ
2024-05-02 00:00:00-04:00,421.75302894752986,424.24210548579566,417.1219932221059,423.3396911621094,36559000,0.0,0.0,0.0,QQQ
2024-05-03 00:00:00-04:00,430.81687045901293,432.83986579115066,429.01204158684163,431.84820556640625,48515300,0.0,0.0,0.0,QQQ
2024-05-06 00:00:00-04:00,433.65289904644277,436.66755387249196,432.87940546918037,436.57830810546875,30227200,0.0,0.0,0.0,QQQ
2024-05-07 00:00:00-04:00,437.02463232314915,438.2840297962167,435.9139475542184,436.6477966308594,30996100,0.0,0.0,0.0,QQQ
2024-05-08 00:00:00-04:00,434.0199016435761,437.79812431113413,433.900877007212,436.38995361328125,24896700,0.0,0.0,0.0,QQQ
2024-05-09 00:00:00-04:00,436.65767106694204,437.9170987408149,434.8032715536724,437.3419189453125,24580100,0.0,0.0,0.0,QQQ
2024-05-10 00:00:00-04:00,438.8492682397871,440.6044957185327,436.8262731662219,438.3732604980469,27116600,0.0,0.0,0.0,QQQ
2024-05-13 00:00:00-04:00,440.2871494121526,440.3863214728053,437.9666684555867,439.3847351074219,22994200,0.0,0.0,0.0,QQQ
2024-05-14 00:00:00-04:00,438.958324196547,442.7464729293576,438.7699063620887,442.2109680175781,34478300,0.0,0.0,0.0,QQQ
2024-05-15 00:00:00-04:00,444.69017202443706,449.37080933476875,443.1729331432844,449.1228942871094,41464700,0.0,0.0,0.0,QQQ
2024-05-16 00:00:00-04:00,448.9344332726971,450.8979311561078,448.04194523953385,448.2105407714844,34780400,0.0,0.0,0.0,QQQ
2024-05-17 00:00:00-04:00,448.33942742548146,448.94435581536936,445.7908840017169,447.99237060546875,35803700,0.0,0.0,0.0,QQQ
2024-05-20 00:00:00-04:00,448.21053210724057,451.78048417088377,448.0221142717293,451.1160888671875,24474200,0.0,0.0,0.0,QQQ
2024-05-21 00:00:00-04:00,449.26169595517035,452.1870750648368,449.0633518318087,451.9986572265625,23167700,0.0,0.0,0.0,QQQ
2024-05-22 00:00:00-04:00,452.2564498399487,453.0101211118982,449.30129219320145,451.90936279296875,25120000,0.0,0.0,0.0,QQQ
2024-05-23 00:00:00-04:00,456.70907923163844,456.7388278262186,448.0816539096593,449.8765563964844,40899200,0.0,0.0,0.0,QQQ
2024-05-24 00:00:00-04:00,451.4929482496402,455.400091575861,449.7872916185841,454.1307678222656,29669500,0.0,0.0,0.0,QQQ
2024-05-28 00:00:00-04:00,455.350483420067,455.90581066229674,452.8812594229002,455.8463134765625,26216800,0.0,0.0,0.0,QQQ
2024-05-29 00:00:00-04:00,451.68137654495143,454.41833798326735,451.5425295975173,452.63336181640625,29739200,0.0,0.0,0.0,QQQ
2024-05-30 00:00:00-04:00,451.70118826281276,451.8400352069915,446.45529771251273,447.78411865234375,30536800,0.0,0.0,0.0,QQQ
2024-05-31 00:00:00-04:00,448.0122249896627,448.70639920551855,439.36494720101433,446.9511413574219,55941300,0.0,0.0,0.0,QQQ
2024-06-03 00:00:00-04:00,450.77891451860455,451.78047058650446,444.1645286939056,449.3509216308594,32997500,0.0,0.0,0.0,QQQ
2024-06-04 00:00:00-04:00,449.09310676679996,451.78049717683933,447.36762786882804,450.5805969238281,23767400,0.0,0.0,0.0,QQQ
2024-06-05 00:00:00-04:00,454.1605135166423,459.7435345818929,450.620279618369,459.6642150878906,33817400,0.0,0.0,0.0,QQQ
2024-06-06 00:00:00-04:00,460.34850194433557,460.665840473326,458.3354329370959,459.5055847167969,21966800,0.0,0.0,0.0,QQQ
2024-06-07 00:00:00-04:00,459.1386433849938,461.85578247592053,457.9883139946212,459.0989685058594,25829700,0.0,0.0,0.0,QQQ
2024-06-10 00:00:00-04:00,457.96846238086493,461.3103519862797,457.6808724859084,460.9533386230469,20660800,0.0,0.0,0.0,QQQ
2024-06-11 00:00:00-04:00,459.6741120421122,464.2357543643346,458.17669566942965,464.1167297363281,22053300,0.0,0.0,0.0,QQQ
2024-06-12 00:00:00-04:00,468.0536282860077,472.5260249005162,467.3594843925755,470.19561767578125,34532600,0.0,0.0,0.0,QQQ
2024-06-13 00:00:00-04:00,473.73586175507495,474.4002873344188,470.46339554706907,472.74420166015625,25859000,0.0,0.0,0.0,QQQ
2024-06-14 00:00:00-04:00,472.5458577452709,475.2630269854355,472.07977628993007,475.193603515625,23372600,0.0,0.0,0.0,QQQ
2024-06-17 00:00:00-04:00,475.46131562785564,482.799593891664,474.15234737134074,481.0146179199219,37054500,0.0,0.0,0.0,QQQ
2024-06-18 00:00:00-04:00,480.96507725010366,481.84763900683316,479.3982373367575,481.16339111328125,24438600,0.0,0.0,0.0,QQQ
2024-06-20 00:00:00-04:00,482.36335027824913,482.7798305998029,475.6200430053543,477.4546203613281,33918700,0.0,0.0,0.0,QQQ
2024-06-21 00:00:00-04:00,477.176940419479,478.5156876477148,474.6779677863536,476.17535400390625,37456800,0.0,0.0,0.0,QQQ
2024-06-24 00:00:00-04:00,474.94573089678033,476.6838944372882,470.61523513950357,470.7542724609375,37751000,0.762,0.0,0.0,QQQ
2024-06-25 00:00:00-04:00,472.8500244668389,476.435593050345,471.906437833723,476.13763427734375,29014700,0.0,0.0,0.0,QQQ
2024-06-26 00:00:00-04:00,475.3131829243897,477.66717823691323,474.8960406845145,477.1208801269531,22737100,0.0,0.0,0.0,QQQ
2024-06-27 00:00:00-04:00,476.87259619260544,479.83245120840394,476.05813517124824,478.3525085449219,26222100,0.0,0.0,0.0,QQQ
2024-06-28 00:00:00-04:00,479.14711316443487,483.90472338998865,475.22381776924044,475.8694152832031,34881600,0.0,0.0,0.0,QQQ
2024-07-01 00:00:00-04:00,476.7931722914513,479.2265830925867,473.0387402083802,478.66046142578125,24898300,0.0,0.0,0.0,QQQ
2024-07-02 00:00:00-04:00,477.16064857731465,483.7458100140832,477.03152301013625,483.68621826171875,26723600,0.0,0.0,0.0,QQQ
2024-07-03 00:00:00-04:00,482.93134386964243,487.847875565811,482.93134386964243,487.71875,18064900,0.0,0.0,0.0,QQQ
2024-07-05 00:00:00-04:00,488.5629997369305,493.2411340464325,488.2650106714653,492.8041076660156,28495900,0.0,0.0,0.0,QQQ
2024-07-08 00:00:00-04:00,493.17161627995387,494.53234515414084,492.14858410868317,493.97613525390625,22109400,0.0,0.0,0.0,QQQ
2024-07-09 00:00:00-04:00,495.49573359659405,496.6180953418527,492.88351756530983,494.4031677246094,25614500,0.0,0.0,0.0,QQQ
2024-07-10 00:00:00-04:00,496.33011791423746,500.1143459061642,495.0190689952908,499.5581359863281,28046900,0.0,0.0,0.0,QQQ
2024-07-11 00:00:00-04:00,499.66738901743446,499.8759601517641,487.4108568034901,488.60272216796875,49966600,0.0,0.0,0.0,QQQ
2024-07-12 00:00:00-04:00,489.1788017056475,496.240696987892,488.7119794494803,491.4731750488281,37109400,0.0,0.0,0.0,QQQ
2024-07-15 00:00:00-04:00,493.2510696688847,497.6213336845571,490.748125078136,492.794189453125,31151400,0.0,0.0,0.0,QQQ
2024-07-16 00:00:00-04:00,494.2542514301147,495.06871248508804,489.81448387875247,492.98291015625,25950600,0.0,0.0,0.0,QQQ
2024-07-17 00:00:00-04:00,484.97742214156807,485.4938941085194,478.44194058688345,478.5114440917969,56268800,0.0,0.0,0.0,QQQ
2024-07-18 00:00:00-04:00,482.2460432411684,482.4248185092798,473.0486649513109,476.24688720703125,49347400,0.0,0.0,0.0,QQQ
2024-07-19 00:00:00-04:00,475.9091310064151,478.4319595042984,470.73437876281446,472.02557373046875,42042900,0.0,0.0,0.0,QQQ
2024-07-22 00:00:00-04:00,477.9055815130326,480.08077143386856,474.4789041552317,479.0577392578125,40300000,0.0,0.0,0.0,QQQ
2024-07-23 00:00:00-04:00,478.15386678483986,481.15342934804005,476.89246765926686,477.36920166015625,23282500,0.0,0.0,0.0,QQQ
2024-07-24 00:00:00-04:00,470.6151767777019,470.9826693166206,459.3816779424556,460.24578857421875,58818600,0.0,0.0,0.0,QQQ
2024-07-25 00:00:00-04:00,460.5835294952639,464.7749878140538,452.54825161831076,455.1703796386719,59256800,0.0,0.0,0.0,QQQ
2024-07-26 00:00:00-04:00,459.5207496514002,462.7785633719282,456.6602243726604,459.8385925292969,39992100,0.0,0.0,0.0,QQQ
2024-07-29 00:00:00-04:00,462.56005380386296,464.74518571755453,458.4977211057792,460.7622985839844,28218500,0.0,0.0,0.0,QQQ
2024-07-30 00:00:00-04:00,462.6991274170474,463.4043166892039,451.0782508086242,454.4353942871094,41317200,0.0,0.0,0.0,QQQ
2024-07-31 00:00:00-04:00,464.70545137397374,469.5921871864052,463.2553348988527,467.8838195800781,44552100,0.0,0.0,0.0,QQQ
2024-08-01 00:00:00-04:00,468.5691286753036,472.33347212368807,452.8958623418857,456.55096435546875,56653900,0.0,0.0,0.0,QQQ
2024-08-02 00:00:00-04:00,447.8402922501388,450.5021580359357,441.4637024026831,445.7147521972656,66323200,0.0,0.0,0.0,QQQ
2024-08-05 00:00:00-04:00,421.837360360957,439.2984706561797,420.58590329425436,432.4252624511719,87483500,0.0,0.0,0.0,QQQ
2024-08-06 00:00:00-04:00,434.2726672917811,444.0461076971121,431.62071334573017,436.5570983886719,63164400,0.0,0.0,0.0,QQQ
2024-08-07 00:00:00-04:00,443.47007663365133,445.9631095066361,431.4320572357311,431.829345703125,54929200,0.0,0.0,0.0,QQQ
2024-08-08 00:00:00-04:00,438.07680199984554,445.9531586191668,434.1932444122477,445.0393981933594,47890100,0.0,0.0,0.0,QQQ
2024-08-09 00:00:00-04:00,443.7183956975271,449.0024203351312,442.5960337762922,447.36358642578125,33574000,0.0,0.0,0.0,QQQ
2024-08-12 00:00:00-04:00,448.3369379119588,451.2967626201712,445.51612020964365,448.3269958496094,27795000,0.0,0.0,0.0,QQQ
2024-08-13 00:00:00-04:00,452.7369761543098,459.71942610948145,452.59790852337574,459.45123291015625,40084500,0.0,0.0,0.0,QQQ
2024-08-14 00:00:00-04:00,460.3749733562008,461.9641272088199,455.29952003256074,459.6002502441406,34733700,0.0,0.0,0.0,QQQ
2024-08-15 00:00:00-04:00,465.5894605111915,471.6084701008011,465.21202586511583,471.211181640625,38280600,0.0,0.0,0.0,QQQ
2024-08-16 00:00:00-04:00,469.42331359169515,473.1876874820908,468.4598732127125,471.8170166015625,38383600,0.0,0.0,0.0,QQQ
2024-08-19 00:00:00-04:00,471.95611425601714,478.0545694827898,470.16827069807226,478.01483154296875,23737700,0.0,0.0,0.0,QQQ
2024-08-20 00:00:00-04:00,477.1010148179421,479.6734929390646,475.3131714709229,477.0116271972656,29209300,0.0,0.0,0.0,QQQ
2024-08-21 00:00:00-04:00,477.7962760557126,481.09382761218853,476.0779967778975,479.2364807128906,25658800,0.0,0.0,0.0,QQQ
2024-08-22 00:00:00-04:00,481.56066517737185,482.2559426845834,470.60527043027247,471.63824462890625,37739600,0.0,0.0,0.0,QQQ
2024-08-23 00:00:00-04:00,475.99854869072635,479.4748756967485,472.06534147961065,476.75341796875,36061500,0.0,0.0,0.0,QQQ
2024-08-26 00:00:00-04:00,476.20712513612904,477.13082756027296,470.0391062909155,472.1249084472656,27452600,0.0,0.0,0.0,QQQ
2024-08-27 00:00:00-04:00,470.48606637495175,474.6079906160666,468.51944775193795,473.5353088378906,27510000,0.0,0.0,0.0,QQQ
2024-08-28 00:00:00-04:00,473.06848507632054,473.79352811373775,464.72530693701805,468.1618957519531,37372400,0.0,0.0,0.0,QQQ
2024-08-29 00:00:00-04:00,470.07886723160885,474.6974098895093,466.19530972422103,467.4765930175781,41081500,0.0,0.0,0.0,QQQ
2024-08-30 00:00:00-04:00,471.8269533223109,473.674358184777,467.32759435434446,473.0486145019531,33466500,0.0,0.0,0.0,QQQ
2024-09-03 00:00:00-04:00,469.99943863374244,470.12853389393064,456.302701297159,458.68646240234375,44985200,0.0,0.0,0.0,QQQ
2024-09-04 00:00:00-04:00,455.56768690303494,461.30859125060357,454.6340423974472,457.4945373535156,32505100,0.0,0.0,0.0,QQQ
2024-09-05 00:00:00-04:00,455.86565501004293,462.21241905468736,454.8426228577565,457.9216613769531,34452400,0.0,0.0,0.0,QQQ
2024-09-06 00:00:00-04:00,457.21640493094884,458.10039969506266,445.15853326901026,445.6551513671875,50624400,0.0,0.0,0.0,QQQ
2024-09-09 00:00:00-04:00,449.99564464803194,452.3794057534475,446.77756867127937,451.38616943359375,32981200,0.0,0.0,0.0,QQQ
2024-09-10 00:00:00-04:00,453.1541245672566,456.0643299932791,449.1712675740587,455.5577697753906,29680300,0.0,0.0,0.0,QQQ
2024-09-11 00:00:00-04:00,456.7993288987733,466.1953361907622,448.22769443230897,465.4504089355469,57843000,0.0,0.0,0.0,QQQ
2024-09-12 00:00:00-04:00,465.4801899049605,470.8337481570052,463.6923766741707,470.019287109375,40067800,0.0,0.0,0.0,QQQ
2024-09-13 00:00:00-04:00,469.28426736368397,473.30686199215853,469.0558121175472,472.1249084472656,29111800,0.0,0.0,0.0,QQQ
2024-09-16 00:00:00-04:00,469.9894738460358,470.65492517384394,466.7118062737845,470.03912353515625,22585600,0.0,0.0,0.0,QQQ
