Ticker,Method,RMSE,MAE,MAPE,Max Error,Mean Error,Std Error,Median Error,Skewness,Kurtosis,Time (s)
QQQ,Traditional,0.4922995631954427,0.3756307084389952,7.167588233064054,1.772048934286346,0.0023956884914975744,0.4922937340644053,-0.11300693968230746,0.03559438509719257,0.9805968278229877,6.006933927536011
QQQ,NN Surrogate,0.526354539706305,0.4222853500513846,7.573091515126267,1.9433101559006758,-0.133705582730976,0.5090893031836421,-0.2254280081833726,-0.10832247111957713,0.8817914172183392,1.6726219654083252
SPY,Traditional,0.5524519401487114,0.43346620904176064,10.675560899563521,1.6952767321047375,0.01792979181091844,0.5521609083769806,-0.10707579781430532,0.035767450691183304,0.18447436307337473,5.3354878425598145
SPY,NN Surrogate,0.9282452734375629,0.7508344520724767,18.09611376239147,2.484202220854961,-0.6527828151635243,0.6599347572952647,-0.73217364936965,-0.13320355665655254,-0.36126494272637544,2.2235236167907715
TSLA,Traditional,0.73759258157528,0.5360941386398697,1.93174173194849,2.6970991210508117,0.06385478360786118,0.7348233685759316,0.14884803633322008,0.3906161683984861,2.2717769821464744,2.4905781745910645
TSLA,NN Surrogate,1.9191671870285512,1.2882667947305613,3.475574519791367,4.56809696778236,-1.170752410443886,1.5207042727653892,-0.41649055716684025,-0.7717012247046253,-0.9436323604519186,3.064030885696411
