Ticker,Method,Moneyness (Pearson r),Moneyness (p),Moneyness (Spearman ρ),Maturity (Pearson r),Maturity (p),Maturity (Spearman ρ),Price (Pearson r),Price (p)
QQQ,Traditional,-0.27625598335585133,0.003972655156347854,-0.3162685348942214,0.18892772421156354,0.05130511167218688,-0.01576501264437533,0.31936067908462396,0.0007995633065137198
QQQ,NN Surrogate,-0.26141127670687136,0.006532891840918278,-0.26148487071446036,0.2372825735031372,0.013859117666459683,0.17846370850504206,0.3649488518894166,0.00011113205515327972
SPY,Traditional,-0.19420344611039228,0.02454702023162334,-0.27071191550540313,0.4194980785411196,4.528859775267997e-07,0.33237527469246814,0.46265375137259535,1.8218205196422716e-08
SPY,NN Surrogate,0.04311900352205761,0.6208172080115619,0.07601749867853701,0.2634512795846516,0.0021006427318636146,0.4752725088533799,0.1743476970937221,0.04392864975606061
TSLA,Traditional,-0.1643114128196868,0.26974449713678916,-0.04900134931586179,0.5900540485776143,1.2712961111700474e-05,0.22070142996727152,0.5467467986982171,7.001511188297969e-05
TSLA,NN Surrogate,0.1255061356009173,0.4005784929710261,0.18550925025022705,0.5492366083895884,6.387625406214506e-05,0.8803410934243572,0.5927828172630114,1.1322541479277702e-05
